timestamp,elapsed_seconds,current_temp_c,target_temp_c,ssr_output_percent,state,progress_percent,step_name,step_index,total_steps
2025-01-01 10:00:00,0.0,25.00,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:02,0.0,26.16,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:04,0.0,27.30,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:06,0.0,28.44,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:08,0.0,29.57,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:10,0.0,30.69,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:12,0.0,31.80,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:14,0.0,32.90,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:16,0.0,33.99,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:18,0.0,35.07,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:20,0.0,36.15,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:22,0.0,37.21,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:24,0.0,38.27,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:26,0.0,39.32,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:28,0.0,40.36,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:30,0.0,41.40,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:32,0.0,42.42,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:34,0.0,43.44,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:36,0.0,44.45,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:38,0.0,45.45,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:40,0.0,46.44,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:42,0.0,47.42,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:44,0.0,48.40,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:46,0.0,49.37,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:48,0.0,50.33,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:50,0.0,51.28,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:52,0.0,52.23,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:54,0.0,53.17,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:56,0.0,54.10,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:00:58,0.0,55.02,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:00,0.0,55.94,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:02,0.0,56.85,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:04,0.0,57.75,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:06,0.0,58.64,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:08,0.0,59.53,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:10,0.0,60.41,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:12,0.0,61.28,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:14,0.0,62.15,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:16,0.0,63.01,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:18,0.0,63.86,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:20,0.0,64.71,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:22,0.0,65.55,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:24,0.0,66.38,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:26,0.0,67.21,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:28,0.0,68.02,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:30,0.0,68.84,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:32,0.0,69.64,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:34,0.0,70.44,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:36,0.0,71.24,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:38,0.0,72.02,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:40,0.0,72.80,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:42,0.0,73.58,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:44,0.0,74.35,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:46,0.0,75.11,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:48,0.0,75.86,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:50,0.0,76.61,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:52,0.0,77.36,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:54,0.0,78.10,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:56,0.0,78.83,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:01:58,0.0,79.56,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:00,0.0,80.28,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:02,0.0,80.99,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:04,0.0,81.70,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:06,0.0,82.40,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:08,0.0,83.10,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:10,0.0,83.79,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:12,0.0,84.48,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:14,0.0,85.16,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:16,0.0,85.84,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:18,0.0,86.51,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:20,0.0,87.17,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:22,0.0,87.83,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:24,0.0,88.49,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:26,0.0,89.14,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:28,0.0,89.78,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:30,0.0,90.42,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:32,0.0,91.06,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:34,0.0,91.69,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:36,0.0,92.31,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:38,0.0,92.93,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:40,0.0,93.54,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:42,0.0,94.15,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:44,0.0,94.76,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:46,0.0,95.36,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:48,0.0,95.95,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:50,0.0,96.54,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:52,0.0,97.13,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:54,0.0,97.71,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:56,0.0,98.28,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:02:58,0.0,98.85,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:00,0.0,99.42,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:02,0.0,99.98,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:04,0.0,100.54,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:06,0.0,101.09,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:08,0.0,101.64,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:10,0.0,102.19,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:12,0.0,102.73,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:14,0.0,103.26,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:16,0.0,103.80,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:18,0.0,104.32,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:20,0.0,104.85,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:22,0.0,105.37,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:24,0.0,105.88,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:26,0.0,106.39,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:28,0.0,106.90,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:30,0.0,107.40,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:32,0.0,107.90,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:34,0.0,108.40,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:36,0.0,108.89,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:38,0.0,109.37,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:40,0.0,109.86,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:42,0.0,110.34,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:44,0.0,110.81,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:46,0.0,111.28,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:48,0.0,111.75,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:50,0.0,112.21,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:52,0.0,112.68,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:54,0.0,113.13,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:56,0.0,113.59,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:03:58,0.0,114.03,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:00,0.0,114.48,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:02,0.0,114.92,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:04,0.0,115.36,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:06,0.0,115.80,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:08,0.0,116.23,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:10,0.0,116.66,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:12,0.0,117.08,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:14,0.0,117.50,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:16,0.0,117.92,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:18,0.0,118.34,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:20,0.0,118.75,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:22,0.0,119.16,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:24,0.0,119.56,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:26,0.0,119.96,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:28,0.0,120.36,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:30,0.0,120.76,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:32,0.0,121.15,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:34,0.0,121.54,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:36,0.0,121.93,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:38,0.0,122.31,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:40,0.0,122.69,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:42,0.0,123.07,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:44,0.0,123.44,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:46,0.0,123.81,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:48,0.0,124.18,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:50,0.0,124.54,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:52,0.0,124.91,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:54,0.0,125.27,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:56,0.0,125.62,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:04:58,0.0,125.98,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:00,0.0,126.33,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:02,0.0,126.67,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:04,0.0,127.02,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:06,0.0,127.36,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:08,0.0,127.70,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:10,0.0,128.04,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:12,0.0,128.37,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:14,0.0,128.71,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:16,0.0,129.03,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:18,0.0,129.36,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:20,0.0,129.68,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:22,0.0,130.01,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:24,0.0,130.32,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:26,0.0,130.64,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:28,0.0,130.95,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:30,0.0,131.27,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:32,0.0,131.57,0.00,100.00,TUNING,0.0,heat1,0,4
